numero_linha,nome_arquivo,tipo_documento,caminho_campo,nome_prisma,tabela_prisma,confianca_mapeamento,observacao_mapeamento,chave_json,valor_extraido,preenchido
1584,amostra-bl.pdf,INVOICE,bankingDetails.bankName,,,,,bankName,BANCO BPM S.P.A.,sim
1585,amostra-bl.pdf,INVOICE,bankingDetails.iban,,,,,iban,IT88H0503420100000000001975,sim
1586,amostra-bl.pdf,INVOICE,bankingDetails.swift,,,,,swift,BAPPIT21AI6,sim
1587,amostra-bl.pdf,INVOICE,bankingDetails.accountNumber,,,,,accountNumber,,nao
1588,amostra-bl.pdf,INVOICE,bankingDetails.beneficiary,,,,,beneficiary,,nao
1589,amostra-bl.pdf,INVOICE,bankingDetails.branchCode,,,,,branchCode,,nao
1590,amostra-bl.pdf,INVOICE,bankingDetails.fullText,,,,,fullText,"BANCO BPM S.P.A. SWIFT BAPPIT21AI6 VICOLO CONCORDIA, 7-9 BOLLATE MI IBAN:IT88H0503420100000000001975",sim
1591,amostra-bl.pdf,INVOICE,packageSummary.totalGrossWeight,,,,,totalGrossWeight,"1,04 KG",sim
1592,amostra-bl.pdf,INVOICE,packageSummary.totalNetWeight,,,,,totalNetWeight,"0,53 KG",sim
1593,amostra-bl.pdf,INVOICE,packageSummary.commercialUnit,,,,,commercialUnit,Boxes,sim
1594,amostra-bl.pdf,INVOICE,packageSummary.totalTareWeight,,,,,totalTareWeight,,nao
1595,amostra-bl.pdf,INVOICE,packageSummary.totalCubicMeasurement,,,,,totalCubicMeasurement,"0,01 MC",sim
1596,amostra-bl.pdf,INVOICE,packageSummary.totalPackages,,,,,totalPackages,"1,00",sim
1597,amostra-bl.pdf,INVOICE,currency.type,moeda_item,PedidoItem,alta,,type,Eur,sim
1598,amostra-bl.pdf,INVOICE,currency.exchangeRate,,,,,exchangeRate,,nao
1599,amostra-bl.pdf,INVOICE,items_quantity,,,,,items_quantity,2,sim
1600,amostra-bl.pdf,INVOICE,values.totalDocumentValue,,,,,totalDocumentValue,1488.00,sim
1601,amostra-bl.pdf,INVOICE,values.discountsOrAdditions,,,,,discountsOrAdditions,,nao
1602,amostra-bl.pdf,INVOICE,values.otherCharges,,,,,otherCharges,,nao
1603,amostra-bl.pdf,INVOICE,observations,,,,,observations,DEL. NO 157030 of 09/01/25 Our ref. 2819731 B | Your ref. order 05/11/24 003AA/24 Our ref. order 4 24729 2024/97 & 28017 | GOODS OF ITALIAN ORIGIN DESTINED TO EXPORT | COMMODITY: SPARE PARTS FOR PUMPS | CUSTOMS TARIFF: 8413.9100 | NO. 1 CARTON BOX DIM CMS 30x20x20,sim
1604,amostra-bl.pdf,INVOICE,isSigned,,,,,isSigned,false,sim
1605,amostra-bl.pdf,INVOICE,additionalFields.Código do Cliente,,,,,Código do Cliente,0503SU20000,sim
1606,amostra-bl.pdf,INVOICE,additionalFields.Ordem de Trabalho,,,,,Ordem de Trabalho,4O729,sim
1607,amostra-bl.pdf,INVOICE,items[].descriptions.english,descricao_completa_item_en,PedidoItem,alta,,english,TERMINAL RING D35,sim
1608,amostra-bl.pdf,INVOICE,items[].descriptions.portuguese,descricao_completa_item_pt,PedidoItem,alta,,portuguese,,nao
1609,amostra-bl.pdf,INVOICE,items[].weights.unit,,,,,unit,PZ,sim
1610,amostra-bl.pdf,INVOICE,items[].weights.net,,,,,net,,nao
1611,amostra-bl.pdf,INVOICE,items[].weights.gross,,,,,gross,,nao
1612,amostra-bl.pdf,INVOICE,items[].volume.packageType,,,,,packageType,,nao
1613,amostra-bl.pdf,INVOICE,items[].volume.dimensions,,,,,dimensions,,nao
1614,amostra-bl.pdf,INVOICE,items[].volume.size,,,,,size,,nao
1615,amostra-bl.pdf,INVOICE,items[].volume.quantity,,,,,quantity,,nao
1616,amostra-bl.pdf,INVOICE,items[].partNumber,part_number_item,PedidoItem,alta,,partNumber,3110N0141G00K19,sim
1617,amostra-bl.pdf,INVOICE,items[].poNumber,,,,,poNumber,4513823741,sim
1618,amostra-bl.pdf,INVOICE,items[].itemQuantity,,,,,itemQuantity,"2,00",sim
1619,amostra-bl.pdf,INVOICE,items[].itemCurrency,,,,,itemCurrency,Eur,sim
1620,amostra-bl.pdf,INVOICE,items[].itemUnitPriceWithCurrency,,,,,itemUnitPriceWithCurrency,"168,000",sim
1621,amostra-bl.pdf,INVOICE,items[].itemTotalPriceWithCurrency,,,,,itemTotalPriceWithCurrency,"336,00",sim
1622,amostra-bl.pdf,INVOICE,items[].ncm,,,,,ncm,,nao
1623,amostra-bl.pdf,INVOICE,items[].hsCode,,,,,hsCode,,nao
1624,amostra-bl.pdf,INVOICE,items[].originCountry,,,,,originCountry,,nao
1625,amostra-bl.pdf,INVOICE,items[].manufacturer,,,,,manufacturer,,nao
1626,amostra-bl.pdf,INVOICE,document.documentNumber,numero_invoice_item,PedidoItem,alta,,documentNumber,2250031,sim
1627,amostra-bl.pdf,INVOICE,document.documentType,,,,,documentType,Invoice,sim
1628,amostra-bl.pdf,INVOICE,document.documentDate,,,,,documentDate,2025-01-08,sim
1629,amostra-bl.pdf,INVOICE,document.incoterm,incoterm_item,PedidoItem,sugestao,Alternativas: incoterm_processo (LogisticaInternacionalProcesso),incoterm,EXW,sim
1630,amostra-bl.pdf,INVOICE,document.incotermLocation,,,,,incotermLocation,EX WORKS,sim
1631,amostra-bl.pdf,INVOICE,document.originCountry,,,,,originCountry,ITALY,sim
1632,amostra-bl.pdf,INVOICE,document.countryOfAcquisition,,,,,countryOfAcquisition,,nao
1633,amostra-bl.pdf,INVOICE,document.countryOfProvenance,,,,,countryOfProvenance,,nao
1634,amostra-bl.pdf,INVOICE,document.shippedOnBoardDate,,,,,shippedOnBoardDate,,nao
1635,amostra-bl.pdf,INVOICE,exporter.name,nome_exportador_item,PedidoItem,sugestao,Alternativas: nome_fornecedor (Fornecedor),name,PERONI POMPE SpA,sim
1636,amostra-bl.pdf,INVOICE,exporter.address,endereco_fornecedor,Fornecedor,alta,,address,"Via Tacito, 4 - 20094 Corsico (MI) Italia",sim
1637,amostra-bl.pdf,INVOICE,exporter.country,pais_fornecedor,Fornecedor,alta,,country,Italy,sim
1638,amostra-bl.pdf,INVOICE,exporter.state,estado_provincia_fornecedor,Fornecedor,alta,,state,,nao
1639,amostra-bl.pdf,INVOICE,exporter.city,cidade_fornecedor,Fornecedor,alta,,city,Corsico,sim
1640,amostra-bl.pdf,INVOICE,exporter.zipCode,cep_zipcode_fornecedor,Fornecedor,alta,,zipCode,20094,sim
1641,amostra-bl.pdf,INVOICE,exporter.taxId,tin_fornecedor,Fornecedor,alta,,taxId,IT 00745820159,sim
1642,amostra-bl.pdf,INVOICE,exporter.phone,telefone_fornecedor,Fornecedor,alta,,phone,+39 02 489 40.1,sim
1643,amostra-bl.pdf,INVOICE,exporter.email,email_fornecedor,Fornecedor,alta,,email,,nao
1644,amostra-bl.pdf,INVOICE,importer.name,nome_importador_item,PedidoItem,sugestao,Alternativas: nome_fornecedor (Fornecedor),name,SUPERQUIP SERVICOS E EQUIPAMENTOS TECNICOS LTDA,sim
1645,amostra-bl.pdf,INVOICE,importer.address,endereco_fornecedor,Fornecedor,alta,,address,RUA MEXICO 3-18° ANDAR CENTRO 20031-144 RIO DE JANEIRO RJ BRASILEIRA,sim
1646,amostra-bl.pdf,INVOICE,importer.country,pais_fornecedor,Fornecedor,alta,,country,BRASIL,sim
1647,amostra-bl.pdf,INVOICE,importer.state,estado_provincia_fornecedor,Fornecedor,alta,,state,RJ,sim
1648,amostra-bl.pdf,INVOICE,importer.city,cidade_fornecedor,Fornecedor,alta,,city,RIO DE JANEIRO,sim
1649,amostra-bl.pdf,INVOICE,importer.zipCode,cep_zipcode_fornecedor,Fornecedor,alta,,zipCode,20031-144,sim
1650,amostra-bl.pdf,INVOICE,importer.taxId,cnpj_fornecedor,Fornecedor,alta,,taxId,CNPJ30712061/0001-42,sim
1651,amostra-bl.pdf,INVOICE,importer.phone,telefone_fornecedor,Fornecedor,alta,,phone,+55.21.22625355,sim
1652,amostra-bl.pdf,INVOICE,importer.email,email_fornecedor,Fornecedor,alta,,email,,nao
1653,amostra-bl.pdf,INVOICE,shipment.modal,modal_frete_internacional_processo,LogisticaInternacionalProcesso,alta,,modal,,nao
1654,amostra-bl.pdf,INVOICE,shipment.carrier,,,,,carrier,,nao
1655,amostra-bl.pdf,INVOICE,shipment.vesselName,,,,,vesselName,,nao
1656,amostra-bl.pdf,INVOICE,shipment.airports.origin,,,,,origin,,nao
1657,amostra-bl.pdf,INVOICE,shipment.airports.destination,,,,,destination,,nao
1658,amostra-bl.pdf,INVOICE,shipment.ports.origin,porto_origem_processo,LogisticaInternacionalProcesso,alta,,origin,,nao
1659,amostra-bl.pdf,INVOICE,shipment.ports.loading,porto_origem_processo,LogisticaInternacionalProcesso,alta,,loading,,nao
1660,amostra-bl.pdf,INVOICE,shipment.ports.destination,porto_destino_processo,LogisticaInternacionalProcesso,alta,,destination,,nao
1661,amostra-bl.pdf,INVOICE,shipment.ports.discharge,porto_destino_processo,LogisticaInternacionalProcesso,alta,,discharge,,nao
1662,amostra-bl.pdf,INVOICE,shipment.costs.freight,,,,,freight,,nao
1663,amostra-bl.pdf,INVOICE,shipment.costs.insurance,,,,,insurance,,nao
1664,amostra-bl.pdf,INVOICE,containerNumbers,container_numero_processo_container,ContainerProcesso,alta,,containerNumbers,,nao
1665,amostra-bl.pdf,INVOICE,payment.method,,,,,method,,nao
1666,amostra-bl.pdf,INVOICE,payment.terms,condicao_pagamento_item,PedidoItem,alta,,terms,60 DAYS INVOICE DATE,sim
1667,amostra-bl.pdf,INVOICE,bankingDetails.bankName,,,,,bankName,BANCO BPM S.P.A.,sim
1668,amostra-bl.pdf,INVOICE,bankingDetails.iban,,,,,iban,IT88H0503420100000000001975,sim
1669,amostra-bl.pdf,INVOICE,bankingDetails.swift,,,,,swift,BAPPIT21AI6,sim
1670,amostra-bl.pdf,INVOICE,bankingDetails.accountNumber,,,,,accountNumber,,nao
1671,amostra-bl.pdf,INVOICE,bankingDetails.beneficiary,,,,,beneficiary,,nao
1672,amostra-bl.pdf,INVOICE,bankingDetails.branchCode,,,,,branchCode,,nao
1673,amostra-bl.pdf,INVOICE,bankingDetails.fullText,,,,,fullText,"BANCO BPM S.P.A. SWIFT BAPPIT21AI6 VICOLO CONCORDIA, 7-9 BOLLATE MI IBAN:IT88H0503420100000000001975",sim
1674,amostra-bl.pdf,INVOICE,packageSummary.totalGrossWeight,,,,,totalGrossWeight,"0,93 KG",sim
1675,amostra-bl.pdf,INVOICE,packageSummary.totalNetWeight,,,,,totalNetWeight,"0,37 KG",sim
1676,amostra-bl.pdf,INVOICE,packageSummary.commercialUnit,,,,,commercialUnit,Boxes,sim
1677,amostra-bl.pdf,INVOICE,packageSummary.totalTareWeight,,,,,totalTareWeight,,nao
1678,amostra-bl.pdf,INVOICE,packageSummary.totalCubicMeasurement,,,,,totalCubicMeasurement,"0,01 MC",sim
1679,amostra-bl.pdf,INVOICE,packageSummary.totalPackages,,,,,totalPackages,"1,00",sim
1680,amostra-bl.pdf,INVOICE,currency.type,moeda_item,PedidoItem,alta,,type,Eur,sim
1681,amostra-bl.pdf,INVOICE,currency.exchangeRate,,,,,exchangeRate,,nao
1682,amostra-bl.pdf,INVOICE,items_quantity,,,,,items_quantity,4,sim
1683,amostra-bl.pdf,INVOICE,values.totalDocumentValue,,,,,totalDocumentValue,2874.00,sim
1684,amostra-bl.pdf,INVOICE,values.discountsOrAdditions,,,,,discountsOrAdditions,,nao
1685,amostra-bl.pdf,INVOICE,values.otherCharges,,,,,otherCharges,,nao
1686,amostra-bl.pdf,INVOICE,observations,,,,,observations,DEL. NO 156306 of 07/01/25 Our ref. 2819714 B | Your ref. order 03/12/24 003AE/24 Our ref. order 4 24785 2024/97 & 27003 | GOODS OF ITALIAN ORIGIN DESTINED TO EXPORT | COMMODITY: SPARE PARTS FOR PUMPS | CUSTOMS TARIFF: 8413.9100 | NO. 1 CARTON BOX DIM CMS 30x20x20,sim
1687,amostra-bl.pdf,INVOICE,isSigned,,,,,isSigned,false,sim
1688,amostra-bl.pdf,INVOICE,additionalFields.Código do Cliente,,,,,Código do Cliente,0503SU20000,sim
1689,amostra-bl.pdf,INVOICE,additionalFields.Ordem de Trabalho,,,,,Ordem de Trabalho,4O785,sim
1690,amostra-bl.pdf,INVOICE,items[].descriptions.english,descricao_completa_item_en,PedidoItem,alta,,english,CRANK BUSHING,sim
1691,amostra-bl.pdf,INVOICE,items[].descriptions.portuguese,descricao_completa_item_pt,PedidoItem,alta,,portuguese,,nao
1692,amostra-bl.pdf,INVOICE,items[].weights.unit,,,,,unit,PZ,sim
1693,amostra-bl.pdf,INVOICE,items[].weights.net,,,,,net,,nao
1694,amostra-bl.pdf,INVOICE,items[].weights.gross,,,,,gross,,nao
1695,amostra-bl.pdf,INVOICE,items[].volume.packageType,,,,,packageType,,nao
1696,amostra-bl.pdf,INVOICE,items[].volume.dimensions,,,,,dimensions,,nao
1697,amostra-bl.pdf,INVOICE,items[].volume.size,,,,,size,,nao
1698,amostra-bl.pdf,INVOICE,items[].volume.quantity,,,,,quantity,,nao
1699,amostra-bl.pdf,INVOICE,items[].partNumber,part_number_item,PedidoItem,alta,,partNumber,311000025000U41,sim
1700,amostra-bl.pdf,INVOICE,items[].poNumber,,,,,poNumber,4513892557,sim
1701,amostra-bl.pdf,INVOICE,items[].itemQuantity,,,,,itemQuantity,"6,00",sim
1702,amostra-bl.pdf,INVOICE,items[].itemCurrency,,,,,itemCurrency,Eur,sim
1703,amostra-bl.pdf,INVOICE,items[].itemUnitPriceWithCurrency,,,,,itemUnitPriceWithCurrency,"367,000",sim
1704,amostra-bl.pdf,INVOICE,items[].itemTotalPriceWithCurrency,,,,,itemTotalPriceWithCurrency,"2.202,00",sim
1705,amostra-bl.pdf,INVOICE,items[].ncm,,,,,ncm,,nao
1706,amostra-bl.pdf,INVOICE,items[].hsCode,,,,,hsCode,,nao
1707,amostra-bl.pdf,INVOICE,items[].originCountry,,,,,originCountry,,nao
1708,amostra-bl.pdf,INVOICE,items[].manufacturer,,,,,manufacturer,,nao
1709,awb.pdf,AWB,awbInfo.mawbNumber,,,,,mawbNumber,047-03379563,sim
1710,awb.pdf,AWB,awbInfo.hawbNumber,,,,,hawbNumber,,nao
1711,awb.pdf,AWB,awbInfo.awbDate,,,,,awbDate,2018-06-29,sim
1712,awb.pdf,AWB,awbInfo.shippedOnBoardDate,,,,,shippedOnBoardDate,,nao
1713,awb.pdf,AWB,awbInfo.flight.flightNumber,,,,,flightNumber,TP 561,sim
1714,awb.pdf,AWB,awbInfo.flight.flightDate,,,,,flightDate,2018-06-30,sim
1715,awb.pdf,AWB,exporter.name,nome_exportador_item,PedidoItem,sugestao,Alternativas: nome_fornecedor (Fornecedor),name,DURAG GMBH,sim
1716,awb.pdf,AWB,exporter.address,endereco_fornecedor,Fornecedor,alta,,address,KOLLAUSTRASSE 105,sim
1717,awb.pdf,AWB,exporter.country,pais_fornecedor,Fornecedor,alta,,country,GERMANY,sim
1718,awb.pdf,AWB,exporter.state,estado_provincia_fornecedor,Fornecedor,alta,,state,,nao
1719,awb.pdf,AWB,exporter.city,cidade_fornecedor,Fornecedor,alta,,city,HAMBURG,sim
1720,awb.pdf,AWB,exporter.zipCode,cep_zipcode_fornecedor,Fornecedor,alta,,zipCode,22453,sim
1721,awb.pdf,AWB,exporter.phone,telefone_fornecedor,Fornecedor,alta,,phone,,nao
1722,awb.pdf,AWB,exporter.email,email_fornecedor,Fornecedor,alta,,email,,nao
1723,awb.pdf,AWB,importer.name,nome_importador_item,PedidoItem,sugestao,Alternativas: nome_fornecedor (Fornecedor),name,DURAG SIENA DO BRASIL LTDA,sim
1724,awb.pdf,AWB,importer.address,endereco_fornecedor,Fornecedor,alta,,address,"RUA VINTE E DOIS DE AGOSTO, 66",sim
1725,awb.pdf,AWB,importer.country,pais_fornecedor,Fornecedor,alta,,country,BRAZIL,sim
1726,awb.pdf,AWB,importer.state,estado_provincia_fornecedor,Fornecedor,alta,,state,SP,sim
1727,awb.pdf,AWB,importer.city,cidade_fornecedor,Fornecedor,alta,,city,DIADEMA,sim
1728,awb.pdf,AWB,importer.zipCode,cep_zipcode_fornecedor,Fornecedor,alta,,zipCode,09941-530,sim
1729,awb.pdf,AWB,importer.cnpj,cnpj_fornecedor,Fornecedor,alta,,cnpj,02.403.413/0001-42,sim
1730,awb.pdf,AWB,importer.phone,telefone_fornecedor,Fornecedor,alta,,phone,,nao
1731,awb.pdf,AWB,importer.email,email_fornecedor,Fornecedor,alta,,email,,nao
1732,awb.pdf,AWB,cargoAgent.name,,,,,name,HELLMANN WORLDWIDE LOGISTICS,sim
1733,awb.pdf,AWB,cargoAgent.iataCode,,,,,iataCode,DE/RA/00068-10,sim
1734,awb.pdf,AWB,cargoAgent.accountingInfo,,,,,accountingInfo,PLEASE INFORM CONSIGNEE IMMEDIATELY UPON ARRIVAL BY PHONE OR FAX,sim
1735,awb.pdf,AWB,route.originAirport,,,,,originAirport,HAMBURG,sim
1736,awb.pdf,AWB,route.destinationAirport,,,,,destinationAirport,GUARULHOS,sim
1737,awb.pdf,AWB,declaredValues.transportValue,,,,,transportValue,NVD,sim
1738,awb.pdf,AWB,declaredValues.customsValue,,,,,customsValue,NCV,sim
1739,awb.pdf,AWB,handlingInformation,,,,,handlingInformation,"1 (ONE) COLLI(S) SPX by KC DE/KC/01231-01 accepted by DE/RA/00068-10 MARKS: AS ADDRESSED, AS MENTIONED BELOW ATTACHED: INVOICE E.C.D.: 18DE615686358417E7",sim
1740,awb.pdf,AWB,shipmentDetails.totalPackages,,,,,totalPackages,1,sim
1741,awb.pdf,AWB,shipmentDetails.totalGrossWeight,,,,,totalGrossWeight,34.000,sim
1742,awb.pdf,AWB,shipmentDetails.totalCubedWeight,,,,,totalCubedWeight,34.000,sim
1743,awb.pdf,AWB,shipmentDetails.cargoDescription,,,,,cargoDescription,1X D-LX 721 COMPACT FLAME MONITOR 350X BROCHURES NOT RESTRICTED 60x40x53xCMSx1 WOODEN PACKAGE: 1X NOT APPLICABLE,sim
1744,awb.pdf,AWB,shipmentDetails.tariffClass,,,,,tariffClass,M,sim
1745,awb.pdf,AWB,charges.internationalFreight.paymentType,,,,,paymentType,Collect,sim
1746,awb.pdf,AWB,charges.internationalFreight.currency,,,,,currency,EUR,sim
1747,awb.pdf,AWB,charges.internationalFreight.rate,,,,,rate,0.000,sim
1748,awb.pdf,AWB,charges.internationalFreight.basicFreightAmount,,,,,basicFreightAmount,200.00,sim
1749,awb.pdf,AWB,charges.internationalFreight.declaredValueFee,,,,,declaredValueFee,,nao
1750,awb.pdf,AWB,charges.internationalFreight.freightTax,,,,,freightTax,,nao
1751,awb.pdf,AWB,charges.internationalFreight.agentOtherCharges,,,,,agentOtherCharges,193.00,sim
1752,awb.pdf,AWB,charges.internationalFreight.airlineOtherCharges,,,,,airlineOtherCharges,,nao
1753,awb.pdf,AWB,charges.internationalFreight.totalFreightAmount,,,,,totalFreightAmount,200.00,sim
1754,awb.pdf,AWB,charges.internationalFreight.currencyConversionRates,,,,,currencyConversionRates,,nao
1755,awb.pdf,AWB,charges.internationalFreight.destinationCharges,,,,,destinationCharges,,nao
1756,awb.pdf,AWB,charges.internationalFreight.totalAmountToCollect,,,,,totalAmountToCollect,393.00,sim
1757,awb.pdf,AWB,observations,,,,,observations,"INVOICE NO: 3104043786, 20180628 PO-01037/PD0548, DGT0037550 REF: 3102015999 HAM-2145 6304",sim
1758,awb.pdf,AWB,isSigned,,,,,isSigned,true,sim
1759,awb.pdf,AWB,additionalFields.Outras Taxas,,,,,Outras Taxas,"PICK UP 40,00 HANDLING ORI 35,00 COMPLIANCE F 12,50 FUEL-SURCHAR 15,00 AUTOMATED MA 10,50 SECURITY SUR 15,00 TERMINAL HAN 20,00 SCREENING FE 45,00",sim
1760,awb.pdf,AWB,additionalFields.Número de Referência,,,,,Número de Referência,HAM-177682-AFE,sim
1761,awb.pdf,AWB,additionalFields.Assinado por,,,,,Assinado por,SASKIA PÖSCHL,sim
1762,INVOICE77.pdf,PACKING_LIST,document.number,numero_bl_processo,DocumentoProcesso,sugestao,Alternativas: numero_awb_processo (DocumentoProcesso),number,ISA-002036,sim
1763,INVOICE77.pdf,PACKING_LIST,document.type,,,,,type,PACKING LIST,sim
1764,INVOICE77.pdf,PACKING_LIST,document.date,,,,,date,2024-06-19,sim
1765,INVOICE77.pdf,PACKING_LIST,document.incoterm,incoterm_processo,LogisticaInternacionalProcesso,alta,,incoterm,EXW,sim
1766,INVOICE77.pdf,PACKING_LIST,document.incotermLocation,,,,,incotermLocation,HK,sim
1767,INVOICE77.pdf,PACKING_LIST,document.originCountry,,,,,originCountry,China,sim
1768,INVOICE77.pdf,PACKING_LIST,document.shippedOnBoardDate,,,,,shippedOnBoardDate,,nao
1769,INVOICE77.pdf,PACKING_LIST,exporter.name,nome_exportador_item,PedidoItem,sugestao,Alternativas: nome_fornecedor (Fornecedor),name,"LUEN TAI P.C.B. FACTORY CO., LTD.",sim
1770,INVOICE77.pdf,PACKING_LIST,exporter.address,endereco_fornecedor,Fornecedor,alta,,address,"Uint 5, 21/F., Midas Plaza, No.1 Tai Yau Street, San Po Kong, Kowloon",sim
1771,INVOICE77.pdf,PACKING_LIST,exporter.country,pais_fornecedor,Fornecedor,alta,,country,Hong Kong,sim
1772,INVOICE77.pdf,PACKING_LIST,exporter.state,estado_provincia_fornecedor,Fornecedor,alta,,state,,nao
1773,INVOICE77.pdf,PACKING_LIST,exporter.city,cidade_fornecedor,Fornecedor,alta,,city,Kowloon,sim
1774,INVOICE77.pdf,PACKING_LIST,exporter.zipCode,cep_zipcode_fornecedor,Fornecedor,alta,,zipCode,,nao
1775,INVOICE77.pdf,PACKING_LIST,exporter.taxId,tin_fornecedor,Fornecedor,alta,,taxId,,nao
1776,INVOICE77.pdf,PACKING_LIST,exporter.phone,telefone_fornecedor,Fornecedor,alta,,phone,852 - 2321 8391,sim
1777,INVOICE77.pdf,PACKING_LIST,exporter.email,email_fornecedor,Fornecedor,alta,,email,,nao
1778,INVOICE77.pdf,PACKING_LIST,importer.name,nome_importador_item,PedidoItem,sugestao,Alternativas: nome_fornecedor (Fornecedor),name,Intelbras S/A -Indústria de Telecomunicação Eletrônica Brasileira,sim
1779,INVOICE77.pdf,PACKING_LIST,importer.address,endereco_fornecedor,Fornecedor,alta,,address,"Av. Tefé, 3105 - Bairro Japiim",sim
1780,INVOICE77.pdf,PACKING_LIST,importer.country,pais_fornecedor,Fornecedor,alta,,country,Brazil,sim
1781,INVOICE77.pdf,PACKING_LIST,importer.state,estado_provincia_fornecedor,Fornecedor,alta,,state,,nao
1782,INVOICE77.pdf,PACKING_LIST,importer.city,cidade_fornecedor,Fornecedor,alta,,city,,nao
1783,INVOICE77.pdf,PACKING_LIST,importer.zipCode,cep_zipcode_fornecedor,Fornecedor,alta,,zipCode,,nao
1784,INVOICE77.pdf,PACKING_LIST,importer.cnpj,cnpj_fornecedor,Fornecedor,alta,,cnpj,82.901.000/0015-22,sim
1785,INVOICE77.pdf,PACKING_LIST,importer.phone,telefone_fornecedor,Fornecedor,alta,,phone,,nao
1786,INVOICE77.pdf,PACKING_LIST,importer.email,email_fornecedor,Fornecedor,alta,,email,,nao
1787,INVOICE77.pdf,PACKING_LIST,shipmentDetails.transportMode,modal_frete_internacional_processo,LogisticaInternacionalProcesso,alta,,transportMode,By sea,sim
1788,INVOICE77.pdf,PACKING_LIST,shipmentDetails.vesselName,,,,,vesselName,,nao
1789,INVOICE77.pdf,PACKING_LIST,shipmentDetails.origin.port,,,,,port,,nao
1790,INVOICE77.pdf,PACKING_LIST,shipmentDetails.origin.airport,,,,,airport,,nao
1791,INVOICE77.pdf,PACKING_LIST,shipmentDetails.origin.location,,,,,location,,nao
1792,INVOICE77.pdf,PACKING_LIST,shipmentDetails.origin.place,,,,,place,,nao
1793,INVOICE77.pdf,PACKING_LIST,shipmentDetails.destination.port,,,,,port,,nao
1794,INVOICE77.pdf,PACKING_LIST,shipmentDetails.destination.airport,,,,,airport,,nao
1795,INVOICE77.pdf,PACKING_LIST,shipmentDetails.destination.location,,,,,location,,nao
1796,INVOICE77.pdf,PACKING_LIST,shipmentDetails.destination.place,,,,,place,,nao
1797,INVOICE77.pdf,PACKING_LIST,containerNumbers,container_numero_processo_container,ContainerProcesso,alta,,containerNumbers,,nao
1798,INVOICE77.pdf,PACKING_LIST,packageSummary.totalGrossWeight,,,,,totalGrossWeight,177.470,sim
1799,INVOICE77.pdf,PACKING_LIST,packageSummary.totalNetWeight,,,,,totalNetWeight,153.670,sim
1800,INVOICE77.pdf,PACKING_LIST,packageSummary.commercialUnit,,,,,commercialUnit,kgs,sim
1801,INVOICE77.pdf,PACKING_LIST,packageSummary.totalTareWeight,,,,,totalTareWeight,23.800,sim
1802,INVOICE77.pdf,PACKING_LIST,packageSummary.totalCubicMeasurement,,,,,totalCubicMeasurement,0.432,sim
1803,INVOICE77.pdf,PACKING_LIST,packageSummary.totalPackages,,,,,totalPackages,550,sim
1804,INVOICE77.pdf,PACKING_LIST,items[].partNumber,part_number_item,PedidoItem,alta,,partNumber,1080936,sim
1805,INVOICE77.pdf,PACKING_LIST,items[].productDescription,descricao_item,PedidoItem,alta,,productDescription,,nao
1806,INVOICE77.pdf,PACKING_LIST,items[].package.unitQuantity,,,,,unitQuantity,450,sim
1807,INVOICE77.pdf,PACKING_LIST,items[].package.type,,,,,type,Carton,sim
1808,INVOICE77.pdf,PACKING_LIST,items[].package.unitGrossWeight,,,,,unitGrossWeight,,nao
1809,INVOICE77.pdf,PACKING_LIST,items[].package.unitNetWeight,,,,,unitNetWeight,,nao
1810,INVOICE77.pdf,PACKING_LIST,items[].package.totalCubicMeasurement,,,,,totalCubicMeasurement,,nao
1811,INVOICE77.pdf,PACKING_LIST,items[].package.totalTareWeight,,,,,totalTareWeight,,nao
1812,INVOICE77.pdf,PACKING_LIST,items[].totalProductQuantity,,,,,totalProductQuantity,9900,sim
1813,INVOICE77.pdf,PACKING_LIST,items[].ncm,,,,,ncm,,nao
1814,INVOICE77.pdf,PACKING_LIST,items[].hsCode,,,,,hsCode,,nao
1815,INVOICE77.pdf,PACKING_LIST,items[].additionalInformation,,,,,additionalInformation,,nao
1816,INVOICE77.pdf,PACKING_LIST,observations,,,,,observations,ATTN : Samantha Scheidt | Shipment does not contain solid wooden packing material | Freight cost AS PER AWB/HBL,sim
1817,INVOICE77.pdf,PACKING_LIST,isSigned,,,,,isSigned,false,sim
1818,INVOICE77.pdf,PACKING_LIST,additionalFields.País de Aquisição,,,,,País de Aquisição,Hong Kong,sim
1819,INVOICE77.pdf,PACKING_LIST,additionalFields.País de Procedência,,,,,País de Procedência,Hong Kong,sim
1820,INVOICE77.pdf,PACKING_LIST,additionalFields.Total de Paletes,,,,,Total de Paletes,1,sim
1821,INVOICE77.pdf,PACKING_LIST,additionalFields.Dimensões,,,,,Dimensões,120*80*45cm(1),sim
1822,INVOICE77.pdf,PACKING_LIST,additionalFields.Nota de Entrega,,,,,Nota de Entrega,PH10021643,sim
1823,INVOICE77.pdf,INVOICE,document.documentNumber,numero_invoice_item,PedidoItem,alta,,documentNumber,ISA-002036,sim
1824,INVOICE77.pdf,INVOICE,document.documentType,,,,,documentType,COMMERCIAL INVOICE,sim
1825,INVOICE77.pdf,INVOICE,document.documentDate,,,,,documentDate,2024-06-19,sim
1826,INVOICE77.pdf,INVOICE,document.incoterm,incoterm_item,PedidoItem,sugestao,Alternativas: incoterm_processo (LogisticaInternacionalProcesso),incoterm,EXW,sim
1827,INVOICE77.pdf,INVOICE,document.incotermLocation,,,,,incotermLocation,HK,sim
