Metodo,Rota Completa (Atual),Rota Completa - DDD,Prefixo Mount,Path no arquivo,Local,Produto / Servico,Arquivo da rota,Variavel Router,Middleware detectado,Request Schema (Zod),Response Schema,Model Prisma principal,Entidade retornada,Consumidor,Descricao,Conforme DDD?,Patente minima,Status DDD,Observacoes
POST,/api/v1/notificacoes/contacts,,/api/v1/notificacoes,/contacts,Tenant,notificacoes,servicos-global/tenant/notificacoes/server/routes/api.ts,apiRoutes,,contactBodySchema,,contatoExterno,,,,,,,
PATCH,/api/v1/notificacoes/contacts/:id,,/api/v1/notificacoes,/contacts/:id,Tenant,notificacoes,servicos-global/tenant/notificacoes/server/routes/api.ts,apiRoutes,,idParamSchema,,contatoExterno,,,,,,,
DELETE,/api/v1/notificacoes/contacts/:id,,/api/v1/notificacoes,/contacts/:id,Tenant,notificacoes,servicos-global/tenant/notificacoes/server/routes/api.ts,apiRoutes,,idParamSchema,,contatoExterno,,,,,,,
POST,/api/v1/notificacoes/internal,,/api/v1/notificacoes/internal,/,Tenant,notificacoes,servicos-global/tenant/notificacoes/server/routes/internal.ts,internalRoutes,,internalCreateSchema,,notificacoesTituloCorpo,,,,,,,
POST,/api/webhooks/resend,,/api/webhooks/resend,/,Tenant,notificacoes,servicos-global/tenant/notificacoes/server/routes/webhook-resend.ts,webhookResendRoutes,,,,notificacoesTituloCorpo,,,,,,,
GET,/api/v1/preferencias,,/api/v1/preferencias,/,Tenant,preferencias-usuario,servicos-global/tenant/preferencias-usuario/server/routes/api.ts,apiRoutes,,PreferenciasSchema,,preferenciasUsuario,,,,,,,
PUT,/api/v1/preferencias,,/api/v1/preferencias,/,Tenant,preferencias-usuario,servicos-global/tenant/preferencias-usuario/server/routes/api.ts,apiRoutes,,PreferenciasSchema,,preferenciasUsuario,,,,,,,
POST,/importar,,,/importar,Tenant,processos-core,servicos-global/tenant/processos-core/src/routes/importacao.ts,importacaoRouter,,,,,,,,,,,
POST,/importar/confirmar,,,/importar/confirmar,Tenant,processos-core,servicos-global/tenant/processos-core/src/routes/importacao.ts,importacaoRouter,,,,,,,,,,,
POST,/exportar,,,/exportar,Tenant,processos-core,servicos-global/tenant/processos-core/src/routes/importacao.ts,importacaoRouter,,,,pedido,,,,,,,
GET,/status,,,/status,Tenant,processos-core,servicos-global/tenant/processos-core/src/routes/pedidos-config.ts,pedidosConfigRouter,tenant,,,pedidoStatus,,,,,,,
POST,/status,,,/status,Tenant,processos-core,servicos-global/tenant/processos-core/src/routes/pedidos-config.ts,pedidosConfigRouter,tenant,,,pedidoStatus,,,,,,,
PUT,/status/sync,,,/status/sync,Tenant,processos-core,servicos-global/tenant/processos-core/src/routes/pedidos-config.ts,pedidosConfigRouter,tenant,,,pedidoStatus,,,,,,,
PUT,/status/:id,,,/status/:id,Tenant,processos-core,servicos-global/tenant/processos-core/src/routes/pedidos-config.ts,pedidosConfigRouter,tenant,,,pedidoStatus,,,,,,,
DELETE,/status/:id,,,/status/:id,Tenant,processos-core,servicos-global/tenant/processos-core/src/routes/pedidos-config.ts,pedidosConfigRouter,tenant,,,pedidoStatus,,,,,,,
PATCH,/status/reordenar,,,/status/reordenar,Tenant,processos-core,servicos-global/tenant/processos-core/src/routes/pedidos-config.ts,pedidosConfigRouter,tenant,,,pedidoStatus,,,,,,,
GET,/colunas,,,/colunas,Tenant,processos-core,servicos-global/tenant/processos-core/src/routes/pedidos-config.ts,pedidosConfigRouter,tenant,,,pedidoColuna,,,,,,,
POST,/colunas,,,/colunas,Tenant,processos-core,servicos-global/tenant/processos-core/src/routes/pedidos-config.ts,pedidosConfigRouter,tenant,,,pedidoColuna,,,,,,,
PUT,/colunas/:id,,,/colunas/:id,Tenant,processos-core,servicos-global/tenant/processos-core/src/routes/pedidos-config.ts,pedidosConfigRouter,tenant,,,pedidoColuna,,,,,,,
DELETE,/colunas/:id,,,/colunas/:id,Tenant,processos-core,servicos-global/tenant/processos-core/src/routes/pedidos-config.ts,pedidosConfigRouter,tenant,,,pedidoColuna,,,,,,,
GET,/preferencias/usuario,,,/preferencias/usuario,Tenant,processos-core,servicos-global/tenant/processos-core/src/routes/pedidos-config.ts,pedidosConfigRouter,tenant,,,pedidoPreferenciaUsuario,,,,,,,
PUT,/preferencias/usuario,,,/preferencias/usuario,Tenant,processos-core,servicos-global/tenant/processos-core/src/routes/pedidos-config.ts,pedidosConfigRouter,tenant,,,pedidoPreferenciaUsuario,,,,,,,
GET,/preferencias/padrao,,,/preferencias/padrao,Tenant,processos-core,servicos-global/tenant/processos-core/src/routes/pedidos-config.ts,pedidosConfigRouter,tenant,,,pedidoPreferenciaPadrao,,,,,,,
GET,/regras,,,/regras,Tenant,processos-core,servicos-global/tenant/processos-core/src/routes/pedidos-config.ts,pedidosConfigRouter,tenant,,,,,,,,,,
PUT,/regras,,,/regras,Tenant,processos-core,servicos-global/tenant/processos-core/src/routes/pedidos-config.ts,pedidosConfigRouter,tenant,,,pedidoPreferenciaPadrao,,,,,,,
PUT,/preferencias/padrao,,,/preferencias/padrao,Tenant,processos-core,servicos-global/tenant/processos-core/src/routes/pedidos-config.ts,pedidosConfigRouter,tenant,,,pedidoPreferenciaPadrao,,,,,,,
POST,/status/preview,,,/status/preview,Tenant,processos-core,servicos-global/tenant/processos-core/src/routes/pedidos-lote.ts,pedidosLoteRouter,,,,pedido,,,,,,,
POST,/status/confirmar,,,/status/confirmar,Tenant,processos-core,servicos-global/tenant/processos-core/src/routes/pedidos-lote.ts,pedidosLoteRouter,,,,pedido,,,,,,,
POST,/cancelar/preview,,,/cancelar/preview,Tenant,processos-core,servicos-global/tenant/processos-core/src/routes/pedidos-lote.ts,pedidosLoteRouter,,,,pedido,,,,,,,
POST,/cancelar/confirmar,,,/cancelar/confirmar,Tenant,processos-core,servicos-global/tenant/processos-core/src/routes/pedidos-lote.ts,pedidosLoteRouter,,,,pedido,,,,,,,
POST,/exportar,,,/exportar,Tenant,processos-core,servicos-global/tenant/processos-core/src/routes/pedidos-lote.ts,pedidosLoteRouter,,,,pedido,,,,,,,
GET,/,,,/,Tenant,processos-core,servicos-global/tenant/processos-core/src/routes/pedidos.ts,pedidosRouter,tenant,,,,,,,,,,
GET,/localizar,,,/localizar,Tenant,processos-core,servicos-global/tenant/processos-core/src/routes/pedidos.ts,pedidosRouter,tenant,,,,,,,,,,
GET,/:id,,,/:id,Tenant,processos-core,servicos-global/tenant/processos-core/src/routes/pedidos.ts,pedidosRouter,tenant,,,pedido,,,,,,,
GET,/:id/itens,,,/:id/itens,Tenant,processos-core,servicos-global/tenant/processos-core/src/routes/pedidos.ts,pedidosRouter,tenant,,,pedido,,,,,,,
POST,/,,,/,Tenant,processos-core,servicos-global/tenant/processos-core/src/routes/pedidos.ts,pedidosRouter,tenant,,,,,,,,,,
PUT,/:id,,,/:id,Tenant,processos-core,servicos-global/tenant/processos-core/src/routes/pedidos.ts,pedidosRouter,tenant,,,pedido,,,,,,,
DELETE,/:id,,,/:id,Tenant,processos-core,servicos-global/tenant/processos-core/src/routes/pedidos.ts,pedidosRouter,tenant,,,pedido,,,,,,,
PATCH,/:id/status,,,/:id/status,Tenant,processos-core,servicos-global/tenant/processos-core/src/routes/pedidos.ts,pedidosRouter,tenant,,,pedido,,,,,,,
PATCH,/:id/campo,,,/:id/campo,Tenant,processos-core,servicos-global/tenant/processos-core/src/routes/pedidos.ts,pedidosRouter,tenant,,,pedido,,,,,,,
POST,/:id/duplicar,,,/:id/duplicar,Tenant,processos-core,servicos-global/tenant/processos-core/src/routes/pedidos.ts,pedidosRouter,tenant,,,pedido,,,,,,,
POST,/:id/itens,,,/:id/itens,Tenant,processos-core,servicos-global/tenant/processos-core/src/routes/pedidos.ts,pedidosRouter,tenant,,,pedido,,,,,,,
PUT,/:id/itens/:itemId,,,/:id/itens/:itemId,Tenant,processos-core,servicos-global/tenant/processos-core/src/routes/pedidos.ts,pedidosRouter,tenant,,,pedidoItem,,,,,,,
PATCH,/:id/itens/:itemId/campo,,,/:id/itens/:itemId/campo,Tenant,processos-core,servicos-global/tenant/processos-core/src/routes/pedidos.ts,pedidosRouter,tenant,,,pedidoItem,,,,,,,
DELETE,/:id/itens/:itemId,,,/:id/itens/:itemId,Tenant,processos-core,servicos-global/tenant/processos-core/src/routes/pedidos.ts,pedidosRouter,tenant,,,pedidoItem,,,,,,,
PATCH,/:id/itens/:itemId/cancelar,,,/:id/itens/:itemId/cancelar,Tenant,processos-core,servicos-global/tenant/processos-core/src/routes/pedidos.ts,pedidosRouter,tenant,,,,,,,,,,
PATCH,/:id/itens/:itemId/pronta,,,/:id/itens/:itemId/pronta,Tenant,processos-core,servicos-global/tenant/processos-core/src/routes/pedidos.ts,pedidosRouter,tenant,,,,,,,,,,
POST,/api/v1/relatorios/:report_id/export,,,/api/v1/relatorios/:report_id/export,Tenant,relatorios,servicos-global/tenant/relatorios/server/routes/exportacao.ts,exportacaoRouter,auth,,,exportarJob,,,,,,,
GET,/api/v1/relatorios/export/:jobId,,,/api/v1/relatorios/export/:jobId,Tenant,relatorios,servicos-global/tenant/relatorios/server/routes/exportacao.ts,exportacaoRouter,auth,,,exportarJob,,,,,,,
GET,/health,,,/health,Tenant,relatorios,servicos-global/tenant/relatorios/server/routes/health.ts,healthRouter,,,,,,,,,,,
GET,/api/v1/relatorios/saved,,,/api/v1/relatorios/saved,Tenant,relatorios,servicos-global/tenant/relatorios/server/routes/relatorios.ts,relatoriosRouter,auth,,,relatoriosSalvos,,,,,,,
POST,/api/v1/relatorios/saved,,,/api/v1/relatorios/saved,Tenant,relatorios,servicos-global/tenant/relatorios/server/routes/relatorios.ts,relatoriosRouter,auth,,,relatoriosSalvos,,,,,,,
GET,/api/v1/relatorios/saved/:id,,,/api/v1/relatorios/saved/:id,Tenant,relatorios,servicos-global/tenant/relatorios/server/routes/relatorios.ts,relatoriosRouter,auth,,,relatoriosSalvos,,,,,,,
PUT,/api/v1/relatorios/saved/:id,,,/api/v1/relatorios/saved/:id,Tenant,relatorios,servicos-global/tenant/relatorios/server/routes/relatorios.ts,relatoriosRouter,auth,,,relatoriosSalvos,,,,,,,
DELETE,/api/v1/relatorios/saved/:id,,,/api/v1/relatorios/saved/:id,Tenant,relatorios,servicos-global/tenant/relatorios/server/routes/relatorios.ts,relatoriosRouter,auth,,,relatoriosSalvos,,,,,,,
GET,/api/v1/relatorios/:report_id,,,/api/v1/relatorios/:report_id,Tenant,relatorios,servicos-global/tenant/relatorios/server/routes/relatorios.ts,relatoriosRouter,auth,,,,,,,,,,
POST,/api/v1/bid-cambio/avaliacoes,,/api/v1/bid-cambio/avaliacoes,/,Produto,bid-cambio,produto/bid-cambio/server/src/routes/avaliacoes.ts,avaliacoesRouter,,criarAvaliacaoSchema,,,,,,,,,
GET,/api/v1/bid-cambio/avaliacoes/corretora/:id,,/api/v1/bid-cambio/avaliacoes,/corretora/:id,Produto,bid-cambio,produto/bid-cambio/server/src/routes/avaliacoes.ts,avaliacoesRouter,,,,,,,,,,,
GET,/api/v1/bid-cambio/avaliacoes/ranking,,/api/v1/bid-cambio/avaliacoes,/ranking,Produto,bid-cambio,produto/bid-cambio/server/src/routes/avaliacoes.ts,avaliacoesRouter,,,,,,,,,,,
POST,/api/v1/bid-cambio/bids/disparar,,/api/v1/bid-cambio/bids,/disparar,Produto,bid-cambio,produto/bid-cambio/server/src/routes/bids.ts,bidsRouter,,dispararSchema,,,,,,,,,
POST,/api/v1/bid-cambio/bids/cotacao-aberta,,/api/v1/bid-cambio/bids,/cotacao-aberta,Produto,bid-cambio,produto/bid-cambio/server/src/routes/bids.ts,bidsRouter,,cotacaoAbertaSchema,,,,,,,,,
GET,/api/v1/bid-cambio/bids/cotacao/:id,,/api/v1/bid-cambio/bids,/cotacao/:id,Produto,bid-cambio,produto/bid-cambio/server/src/routes/bids.ts,bidsRouter,,,,,,,,,,,
GET,/api/v1/bid-cambio/cambios,,/api/v1/bid-cambio/cambios,/,Produto,bid-cambio,produto/bid-cambio/server/src/routes/cambios.ts,cambiosRouter,,listarSchema,,,,,,,,,
GET,/api/v1/bid-cambio/cambios/totais,,/api/v1/bid-cambio/cambios,/totais,Produto,bid-cambio,produto/bid-cambio/server/src/routes/cambios.ts,cambiosRouter,,agendarSchema,,,,,,,,,
GET,/api/v1/bid-cambio/cambios/:id,,/api/v1/bid-cambio/cambios,/:id,Produto,bid-cambio,produto/bid-cambio/server/src/routes/cambios.ts,cambiosRouter,,agendarSchema,,,,,,,,,
POST,/api/v1/bid-cambio/cambios/agendar,,/api/v1/bid-cambio/cambios,/agendar,Produto,bid-cambio,produto/bid-cambio/server/src/routes/cambios.ts,cambiosRouter,,agendarSchema,,,,,,,,,
POST,/api/v1/bid-cambio/cambios/pagar,,/api/v1/bid-cambio/cambios,/pagar,Produto,bid-cambio,produto/bid-cambio/server/src/routes/cambios.ts,cambiosRouter,,pagarSchema,,,,,,,,,
POST,/api/v1/bid-cambio/cambios/retornar-pendente,,/api/v1/bid-cambio/cambios,/retornar-pendente,Produto,bid-cambio,produto/bid-cambio/server/src/routes/cambios.ts,cambiosRouter,,,,,,,,,,,
POST,/api/v1/bid-cambio/cambios/exportar,,/api/v1/bid-cambio/cambios,/exportar,Produto,bid-cambio,produto/bid-cambio/server/src/routes/cambios.ts,cambiosRouter,,exportarSchema,,,,,,,,,
GET,/api/v1/bid-cambio/comparativo/:cotacaoId,,/api/v1/bid-cambio/comparativo,/:cotacaoId,Produto,bid-cambio,produto/bid-cambio/server/src/routes/comparativo.ts,comparativoRouter,,aprovarSchema,,,,,,,,,
POST,/api/v1/bid-cambio/comparativo/:cotacaoId/aprovar,,/api/v1/bid-cambio/comparativo,/:cotacaoId/aprovar,Produto,bid-cambio,produto/bid-cambio/server/src/routes/comparativo.ts,comparativoRouter,,aprovarSchema,,,,,,,,,
POST,/api/v1/bid-cambio/comparativo/:cotacaoId/reprovar,,/api/v1/bid-cambio/comparativo,/:cotacaoId/reprovar,Produto,bid-cambio,produto/bid-cambio/server/src/routes/comparativo.ts,comparativoRouter,,reprovarSchema,,,,,,,,,
POST,/api/v1/bid-cambio/corretoras,,/api/v1/bid-cambio/corretoras,/,Produto,bid-cambio,produto/bid-cambio/server/src/routes/corretoras.ts,corretorasRouter,,criarCorretoraSchema,,,,,,,,,
GET,/api/v1/bid-cambio/corretoras,,/api/v1/bid-cambio/corretoras,/,Produto,bid-cambio,produto/bid-cambio/server/src/routes/corretoras.ts,corretorasRouter,,atualizarCorretoraSchema,,,,,,,,,
GET,/api/v1/bid-cambio/corretoras/:id,,/api/v1/bid-cambio/corretoras,/:id,Produto,bid-cambio,produto/bid-cambio/server/src/routes/corretoras.ts,corretorasRouter,,atualizarCorretoraSchema,,,,,,,,,
PUT,/api/v1/bid-cambio/corretoras/:id,,/api/v1/bid-cambio/corretoras,/:id,Produto,bid-cambio,produto/bid-cambio/server/src/routes/corretoras.ts,corretorasRouter,,atualizarCorretoraSchema,,,,,,,,,
PATCH,/api/v1/bid-cambio/corretoras/:id/status,,/api/v1/bid-cambio/corretoras,/:id/status,Produto,bid-cambio,produto/bid-cambio/server/src/routes/corretoras.ts,corretorasRouter,,statusSchema,,,,,,,,,
POST,/api/v1/bid-cambio/cotacoes,,/api/v1/bid-cambio/cotacoes,/,Produto,bid-cambio,produto/bid-cambio/server/src/routes/cotacoes.ts,cotacoesRouter,,criarCotacaoSchema,,,,,,,,,
GET,/api/v1/bid-cambio/cotacoes,,/api/v1/bid-cambio/cotacoes,/,Produto,bid-cambio,produto/bid-cambio/server/src/routes/cotacoes.ts,cotacoesRouter,,,,,,,,,,,
GET,/api/v1/bid-cambio/cotacoes/:id,,/api/v1/bid-cambio/cotacoes,/:id,Produto,bid-cambio,produto/bid-cambio/server/src/routes/cotacoes.ts,cotacoesRouter,,atualizarCotacaoSchema,,,,,,,,,
PATCH,/api/v1/bid-cambio/cotacoes/:id,,/api/v1/bid-cambio/cotacoes,/:id,Produto,bid-cambio,produto/bid-cambio/server/src/routes/cotacoes.ts,cotacoesRouter,,atualizarCotacaoSchema,,,,,,,,,
DELETE,/api/v1/bid-cambio/cotacoes/:id,,/api/v1/bid-cambio/cotacoes,/:id,Produto,bid-cambio,produto/bid-cambio/server/src/routes/cotacoes.ts,cotacoesRouter,,,,,,,,,,,
POST,/api/v1/bid-cambio/dashboard/widgets,,/api/v1/bid-cambio/dashboard,/widgets,Produto,bid-cambio,produto/bid-cambio/server/src/routes/dashboard.routes.ts,dashboardWidgetsRouter,,,,savingCambio,,,,,,,
GET,/api/v1/bid-cambio/dashboard,,/api/v1/bid-cambio/dashboard,/,Produto,bid-cambio,produto/bid-cambio/server/src/routes/dashboard.ts,dashboardRouter,,,,,,,,,,,
GET,/api/v1/bid-cambio/dashboard/vencimentos,,/api/v1/bid-cambio/dashboard,/vencimentos,Produto,bid-cambio,produto/bid-cambio/server/src/routes/dashboard.ts,dashboardRouter,,,,,,,,,,,
GET,/api/v1/master-data/moedas,,/api/v1/master-data,/moedas,Produto,bid-cambio,produto/bid-cambio/server/src/routes/masterData.ts,masterDataRouter,,,,,,,,,,,
GET,/api/v1/master-data/liquidacoes,,/api/v1/master-data,/liquidacoes,Produto,bid-cambio,produto/bid-cambio/server/src/routes/masterData.ts,masterDataRouter,,,,,,,,,,,
GET,/api/v1/master-data/metodos-vencimento,,/api/v1/master-data,/metodos-vencimento,Produto,bid-cambio,produto/bid-cambio/server/src/routes/masterData.ts,masterDataRouter,,,,,,,,,,,
GET,/api/v1/master-data/ptax,,/api/v1/master-data,/ptax,Produto,bid-cambio,produto/bid-cambio/server/src/routes/masterData.ts,masterDataRouter,,,,,,,,,,,
GET,/api/v1/master-data/ptax/historico,,/api/v1/master-data,/ptax/historico,Produto,bid-cambio,produto/bid-cambio/server/src/routes/masterData.ts,masterDataRouter,,,,,,,,,,,
GET,/api/v1/bid-cambio/portal/dashboard,,/api/v1/bid-cambio/portal,/dashboard,Produto,bid-cambio,produto/bid-cambio/server/src/routes/portal.ts,portalRouter,,,,,,,,,,,
GET,/api/v1/bid-cambio/portal/cotacoes-pendentes,,/api/v1/bid-cambio/portal,/cotacoes-pendentes,Produto,bid-cambio,produto/bid-cambio/server/src/routes/portal.ts,portalRouter,,,,,,,,,,,
GET,/api/v1/bid-cambio/portal/minhas-respostas,,/api/v1/bid-cambio/portal,/minhas-respostas,Produto,bid-cambio,produto/bid-cambio/server/src/routes/portal.ts,portalRouter,,responderSchema,,,,,,,,,
POST,/api/v1/bid-cambio/portal/responder/:bidRequestId,,/api/v1/bid-cambio/portal,/responder/:bidRequestId,Produto,bid-cambio,produto/bid-cambio/server/src/routes/portal.ts,portalRouter,,responderSchema,,,,,,,,,
GET,/api/v1/bid-cambio/portal/meu-desempenho,,/api/v1/bid-cambio/portal,/meu-desempenho,Produto,bid-cambio,produto/bid-cambio/server/src/routes/portal.ts,portalRouter,,,,,,,,,,,
GET,/api/v1/bid-cambio/portal/public/cotacao/:token,,/api/v1/bid-cambio/portal/public,/cotacao/:token,Produto,bid-cambio,produto/bid-cambio/server/src/routes/portalPublic.ts,portalPublicRouter,,,,,,,,,,,
POST,/api/v1/bid-cambio/portal/public/responder/:token,,/api/v1/bid-cambio/portal/public,/responder/:token,Produto,bid-cambio,produto/bid-cambio/server/src/routes/portalPublic.ts,portalPublicRouter,,responderPublicoSchema,,,,,,,,,
GET,/api/v1/bid-cambio/preferencias,,/api/v1/bid-cambio/preferencias,/,Produto,bid-cambio,produto/bid-cambio/server/src/routes/preferencias.ts,preferenciasRouter,,preferenciaTenantSchema,,,,,,,,,
PUT,/api/v1/bid-cambio/preferencias,,/api/v1/bid-cambio/preferencias,/,Produto,bid-cambio,produto/bid-cambio/server/src/routes/preferencias.ts,preferenciasRouter,,preferenciaTenantSchema,,,,,,,,,
GET,/api/v1/bid-cambio/preferencias/grid,,/api/v1/bid-cambio/preferencias,/grid,Produto,bid-cambio,produto/bid-cambio/server/src/routes/preferencias.ts,preferenciasRouter,,preferenciaGridSchema,,,,,,,,,
PUT,/api/v1/bid-cambio/preferencias/grid,,/api/v1/bid-cambio/preferencias,/grid,Produto,bid-cambio,produto/bid-cambio/server/src/routes/preferencias.ts,preferenciasRouter,,preferenciaGridSchema,,,,,,,,,
POST,/,,,/,Produto,bid-frete,produto/bid-frete/server/src/routes/avaliacoes.ts,router,,,,avaliacao,,,,,,,
GET,/fornecedor/:id,,,/fornecedor/:id,Produto,bid-frete,produto/bid-frete/server/src/routes/avaliacoes.ts,router,,,,fornecedor,,,,,,,
GET,/ranking,,,/ranking,Produto,bid-frete,produto/bid-frete/server/src/routes/avaliacoes.ts,router,,,,fornecedor,,,,,,,
POST,/disparar,,,/disparar,Produto,bid-frete,produto/bid-frete/server/src/routes/bids.ts,router,,,,fornecedor,,,,,,,
POST,/cotacao-aberta,,,/cotacao-aberta,Produto,bid-frete,produto/bid-frete/server/src/routes/bids.ts,router,,,,fornecedor,,,,,,,
GET,/cotacao/:id,,,/cotacao/:id,Produto,bid-frete,produto/bid-frete/server/src/routes/bids.ts,router,,,,bidRequest,,,,,,,
GET,/:cotacaoId,,,/:cotacaoId,Produto,bid-frete,produto/bid-frete/server/src/routes/comparativo.ts,router,,,,cotacao,,,,,,,
POST,/:cotacaoId/aprovar,,,/:cotacaoId/aprovar,Produto,bid-frete,produto/bid-frete/server/src/routes/comparativo.ts,router,,,,cotacao,,,,,,,
POST,/:cotacaoId/reprovar,,,/:cotacaoId/reprovar,Produto,bid-frete,produto/bid-frete/server/src/routes/comparativo.ts,router,,,,cotacao,,,,,,,
GET,/:cotacaoId/analise-ia,,,/:cotacaoId/analise-ia,Produto,bid-frete,produto/bid-frete/server/src/routes/comparativo.ts,router,,,,,,,,,,,
POST,/,,,/,Produto,bid-frete,produto/bid-frete/server/src/routes/cotacoes.ts,router,,FiltrosCotacaoSchema,,cotacao,,,,,,,
GET,/,,,/,Produto,bid-frete,produto/bid-frete/server/src/routes/cotacoes.ts,router,,FiltrosCotacaoSchema,,cotacao,,,,,,,
GET,/:id,,,/:id,Produto,bid-frete,produto/bid-frete/server/src/routes/cotacoes.ts,router,,,,cotacao,,,,,,,
PATCH,/:id,,,/:id,Produto,bid-frete,produto/bid-frete/server/src/routes/cotacoes.ts,router,,,,cotacao,,,,,,,
PATCH,/:id/status,,,/:id/status,Produto,bid-frete,produto/bid-frete/server/src/routes/cotacoes.ts,router,,,,cotacao,,,,,,,
DELETE,/:id,,,/:id,Produto,bid-frete,produto/bid-frete/server/src/routes/cotacoes.ts,router,,,,cotacao,,,,,,,
POST,/bloco,,,/bloco,Produto,bid-frete,produto/bid-frete/server/src/routes/cotacoes.ts,router,,,,cotacao,,,,,,,
POST,/api/v1/bid-frete/dashboard/widgets,,/api/v1/bid-frete/dashboard,/widgets,Produto,bid-frete,produto/bid-frete/server/src/routes/dashboard.routes.ts,dashboardWidgetsRouter,,,,saving,,,,,,,
GET,/,,,/,Produto,bid-frete,produto/bid-frete/server/src/routes/dashboard.ts,router,,,,bidResponse,,,,,,,
GET,/kpis,,,/kpis,Produto,bid-frete,produto/bid-frete/server/src/routes/dashboard.ts,router,,,,bidResponse,,,,,,,
GET,/calendario,,,/calendario,Produto,bid-frete,produto/bid-frete/server/src/routes/dashboard.ts,router,,,,bidResponse,,,,,,,
POST,/,,,/,Produto,bid-frete,produto/bid-frete/server/src/routes/fornecedores.ts,router,,,,fornecedor,,,,,,,
GET,/,,,/,Produto,bid-frete,produto/bid-frete/server/src/routes/fornecedores.ts,router,,,,fornecedor,,,,,,,
GET,/:id,,,/:id,Produto,bid-frete,produto/bid-frete/server/src/routes/fornecedores.ts,router,,,,fornecedor,,,,,,,
PUT,/:id,,,/:id,Produto,bid-frete,produto/bid-frete/server/src/routes/fornecedores.ts,router,,,,fornecedor,,,,,,,
PATCH,/:id/status,,,/:id/status,Produto,bid-frete,produto/bid-frete/server/src/routes/fornecedores.ts,router,,,,fornecedor,,,,,,,
DELETE,/:id,,,/:id,Produto,bid-frete,produto/bid-frete/server/src/routes/fornecedores.ts,router,,,,fornecedor,,,,,,,
POST,/:id/tabela,,,/:id/tabela,Produto,bid-frete,produto/bid-frete/server/src/routes/fornecedores.ts,router,,,,tabelaPreco,,,,,,,
GET,/:id/tabela,,,/:id/tabela,Produto,bid-frete,produto/bid-frete/server/src/routes/fornecedores.ts,router,,,,tabelaPreco,,,,,,,
PUT,/:id/tabela/:tpId,,,/:id/tabela/:tpId,Produto,bid-frete,produto/bid-frete/server/src/routes/fornecedores.ts,router,,,,tabelaPreco,,,,,,,
DELETE,/:id/tabela/:tpId,,,/:id/tabela/:tpId,Produto,bid-frete,produto/bid-frete/server/src/routes/fornecedores.ts,router,,,,tabelaPreco,,,,,,,
GET,/portos,,,/portos,Produto,bid-frete,produto/bid-frete/server/src/routes/masterData.ts,router,,,,,,,,,,,
GET,/incoterms,,,/incoterms,Produto,bid-frete,produto/bid-frete/server/src/routes/masterData.ts,router,,,,,,,,,,,
GET,/modais,,,/modais,Produto,bid-frete,produto/bid-frete/server/src/routes/masterData.ts,router,,,,,,,,,,,
GET,/moedas,,,/moedas,Produto,bid-frete,produto/bid-frete/server/src/routes/masterData.ts,router,,,,,,,,,,,
GET,/paises,,,/paises,Produto,bid-frete,produto/bid-frete/server/src/routes/masterData.ts,router,,,,,,,,,,,
GET,/containers,,,/containers,Produto,bid-frete,produto/bid-frete/server/src/routes/masterData.ts,router,,,,,,,,,,,
GET,/dashboard,,,/dashboard,Produto,bid-frete,produto/bid-frete/server/src/routes/portal.ts,router,,,,fornecedor,,,,,,,
GET,/cotacoes-pendentes,,,/cotacoes-pendentes,Produto,bid-frete,produto/bid-frete/server/src/routes/portal.ts,router,,,,fornecedor,,,,,,,
GET,/respostas,,,/respostas,Produto,bid-frete,produto/bid-frete/server/src/routes/portal.ts,router,,,,fornecedor,,,,,,,
POST,/responder/:bidRequestId,,,/responder/:bidRequestId,Produto,bid-frete,produto/bid-frete/server/src/routes/portal.ts,router,,,,bidRequest,,,,,,,
GET,/desempenho,,,/desempenho,Produto,bid-frete,produto/bid-frete/server/src/routes/portal.ts,router,,,,fornecedor,,,,,,,
GET,/meu-billing,,,/meu-billing,Produto,bid-frete,produto/bid-frete/server/src/routes/portal.ts,router,,,,fornecedor,,,,,,,
GET,/cotacao/:token,,,/cotacao/:token,Produto,bid-frete,produto/bid-frete/server/src/routes/portalPublic.ts,router,,,,bidRequest,,,,,,,
POST,/responder/:token,,,/responder/:token,Produto,bid-frete,produto/bid-frete/server/src/routes/portalPublic.ts,router,,,,bidRequest,,,,,,,
GET,/categorias,,,/categorias,Produto,financeiro-comex,produto/financeiro-comex/server/src/routes/config.ts,router,,CategoriaCreateSchema,,financeiroCategorias,,,,,,,
POST,/categorias,,,/categorias,Produto,financeiro-comex,produto/financeiro-comex/server/src/routes/config.ts,router,,CategoriaCreateSchema,,financeiroCategorias,,,,,,,
PUT,/categorias/:id,,,/categorias/:id,Produto,financeiro-comex,produto/financeiro-comex/server/src/routes/config.ts,router,,CategoriaUpdateSchema,,financeiroCategorias,,,,,,,
DELETE,/categorias/:id,,,/categorias/:id,Produto,financeiro-comex,produto/financeiro-comex/server/src/routes/config.ts,router,,,,financeiroCategorias,,,,,,,
GET,/condicoes,,,/condicoes,Produto,financeiro-comex,produto/financeiro-comex/server/src/routes/config.ts,router,,CondicaoCreateSchema,,financeiroCondicaoPagamento,,,,,,,
POST,/condicoes,,,/condicoes,Produto,financeiro-comex,produto/financeiro-comex/server/src/routes/config.ts,router,,CondicaoCreateSchema,,financeiroCondicaoPagamento,,,,,,,
